stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,platform_code
1475178,,Dobrzykowice Wrocławskie,,51.08755,17.180029,0,1413120,II
1475173,,Dobrzykowice Wrocławskie,,51.08755,17.180029,0,1413120,I
1413121,9314,Dolní Polubný,,50.760536,15.323138,1,,
1474608,,Dolní Polubný,,50.760536,15.323138,0,1413121,
1413122,6106,Domasław,,51.010048,16.952937,1,,
1474662,,Domasław,,51.010048,16.952937,0,1413122,I
1413123,6107,Domaszków,,50.213153,16.655238,1,,
1474887,,Domaszków,,50.213153,16.655238,0,1413123,I
1474877,,Domaszków,,50.213153,16.655238,0,1413123,II
1413124,9420,Dresden Hbf,,51.040374,13.731484,1,,
1474639,,Dresden Hbf,,51.040374,13.731484,0,1413124,
1413125,9434,Dresden Industriegelände,,51.087221,13.762575,1,,
1474636,,Dresden Industriegelände,,51.087221,13.762575,0,1413125,
1413127,9436,Dresden-Klotzsche,,51.114426,13.788882,1,,
1474635,,Dresden-Klotzsche,,51.114426,13.788882,0,1413127,
1413126,9435,Dresden Mitte,,51.056089,13.724208,1,,
1474638,,Dresden Mitte,,51.056089,13.724208,0,1413126,
1413128,9437,Dresden-Neustadt,,51.065893,13.74058,1,,
1474637,,Dresden-Neustadt,,51.065893,13.74058,0,1413128,
1413129,35,Duszniki-Zdrój,,50.409034,16.38581,1,,
1474649,,Duszniki-Zdrój,,50.409034,16.38581,0,1413129,I
1609730,,Duszniki-Zdrój,,50.409034,16.38581,0,1413129,
1874612,,Duszniki-Zdrój,,50.409034,16.38581,0,1413129,II
1413130,36,Dzierżoniów Śląski,,50.724358,16.640728,1,,
1474685,,Dzierżoniów Śląski,,50.724358,16.640728,0,1413130,II
1475231,,Dzierżoniów Śląski,,50.724358,16.640728,0,1413130,I
1413131,9423,Forst (Lausitz),,51.738914,14.63704,1,,
1475038,,Forst (Lausitz),,51.738914,14.63704,0,1413131,
1413132,6113,Garbce,,51.512559,16.890254,1,,
1475198,,Garbce,,51.512559,16.890254,0,1413132,II
1474872,,Garbce,,51.512559,16.890254,0,1413132,I
1609760,,Garbce,,51.512559,16.890254,0,1413132,
1413133,9438,Gersdorf (b Görlitz),,51.125147,14.854707,1,,
1474619,,Gersdorf (b Görlitz),,51.125147,14.854707,0,1413133,
1413134,6115,Gierałtów,,51.19205,15.299816,1,,
1475138,,Gierałtów,,51.19205,15.299816,0,1413134,I
1413135,6116,Gierałtów Wykroty,,51.216804,15.284533,1,,
1475139,,Gierałtów Wykroty,,51.216804,15.284533,0,1413135,II
1536315,,Gierałtów Wykroty,,51.216804,15.284533,0,1413135,I
1413136,44,Głogów,,51.669632,16.079897,1,,
1474951,,Głogów,,51.669632,16.079897,0,1413136,I
1475008,,Głogów,,51.669632,16.079897,0,1413136,
1475056,,Głogów,,51.669632,16.079897,0,1413136,II
1475082,,Głogów,,51.669632,16.079897,0,1413136,IV
1413137,6118,Głogów Huta,,51.675298,15.992456,1,,
1475077,,Głogów Huta,,51.675298,15.992456,0,1413137,I
1475244,,Głogów Huta,,51.675298,15.992456,0,1413137,II
1536306,,Głogów Huta,,51.675298,15.992456,0,1413137,
1413138,6532,Głogów Wróblin,,51.68658,15.954603,1,,
1475243,,Głogów Wróblin,,51.68658,15.954603,0,1413138,II
1536307,,Głogów Wróblin,,51.68658,15.954603,0,1413138,
1475078,,Głogów Wróblin,,51.68658,15.954603,0,1413138,I
1413139,6125,Głuszyca,,50.687916,16.353927,1,,
1474815,,Głuszyca,,50.687916,16.353927,0,1413139,I
1474763,,Głuszyca,,50.687916,16.353927,0,1413139,II
1413140,6126,Głuszyca Górna,,50.672932,16.371589,1,,
1474764,,Głuszyca Górna,,50.672932,16.371589,0,1413140,I
1474814,,Głuszyca Górna,,50.672932,16.371589,0,1413140,II
1413141,6128,Goczałków,,51.008429,16.325327,1,,
1474717,,Goczałków,,51.008429,16.325327,0,1413141,I
1413147,6644,Góra Śląska,,51.667503,16.535373,1,,
1475245,,Góra Śląska,,51.667503,16.535373,0,1413147,
1413142,9427,Görlitz,,51.146841,14.97833,1,,
1474617,,Görlitz,,51.146841,14.97833,0,1413142,
1413143,9439,Görlitz-Rauschwalde,,51.14914,14.936567,1,,
1474618,,Görlitz-Rauschwalde,,51.14914,14.936567,0,1413143,
1413144,6131,Gorzanów,,50.354398,16.640915,1,,
1657891,,Gorzanów,,50.354398,16.640915,0,1413144,II
1474881,,Gorzanów,,50.354398,16.640915,0,1413144,I
1413145,6132,Gorzelin,,51.328511,16.18097,1,,
1474960,,Gorzelin,,51.328511,16.18097,0,1413145,I
1475017,,Gorzelin,,51.328511,16.18097,0,1413145,
1413146,6133,Gorzuchów Kłodzki,,50.48973,16.571795,1,,
1474772,,Gorzuchów Kłodzki,,50.48973,16.571795,0,1413146,I
1413148,6138,Górzyniec,,50.860331,15.567141,1,,
1475156,,Górzyniec,,50.860331,15.567141,0,1413148,I
1413149,6140,Grabowno Wielkie,,51.34322,17.403478,1,,
1475090,,Grabowno Wielkie,,51.34322,17.403478,0,1413149,I
1475226,,Grabowno Wielkie,,51.34322,17.403478,0,1413149,
1475215,,Grabowno Wielkie,,51.34322,17.403478,0,1413149,II
1413150,6142,Grębocice,,51.593359,16.185036,1,,
1475009,,Grębocice,,51.593359,16.185036,0,1413150,
1474952,,Grębocice,,51.593359,16.185036,0,1413150,II
1474968,,Grębocice,,51.593359,16.185036,0,1413150,I
1413151,9440,Großharthau,,51.10218,14.087659,1,,
1474631,,Großharthau,,51.10218,14.087659,0,1413151,
1413152,6147,Gryfów Śląski,,51.03395,15.428814,1,,
1474978,,Gryfów Śląski,,51.03395,15.428814,0,1413152,I
1474932,,Gryfów Śląski,,51.03395,15.428814,0,1413152,II
1413153,9310,Harrachov,,50.771509,15.393176,1,,
1474611,,Harrachov,,50.771509,15.393176,0,1413153,
1413154,6149,Henryków,,50.663241,17.030029,1,,
1474860,,Henryków,,50.663241,17.030029,0,1413154,I
1474852,,Henryków,,50.663241,17.030029,0,1413154,II
1413155,6150,Imbramowice,,50.96337,16.578141,1,,
1475163,,Imbramowice,,50.96337,16.578141,0,1413155,II
1475148,,Imbramowice,,50.96337,16.578141,0,1413155,I
1413156,6574,Iwiny,,51.054668,17.068813,1,,
1609749,,Iwiny,,51.054668,17.068813,0,1413156,
1475191,,Iwiny,,51.054668,17.068813,0,1413156,I
1474859,,Iwiny,,51.054668,17.068813,0,1413156,II
1413161,9335,Jablonecké Paseky,,50.731541,15.190401,1,,
1474598,,Jablonecké Paseky,,50.731541,15.190401,0,1413161,
1413157,9338,Jablonec nad Nisou,,50.720967,15.1608,1,,
1474594,,Jablonec nad Nisou,,50.720967,15.1608,0,1413157,
1413158,9337,Jablonec nad Nisou centrum,,50.720864,15.173825,1,,
1474595,,Jablonec nad Nisou centrum,,50.720864,15.173825,0,1413158,
1413159,9339,Jablonec nad Nisou dolní n.,,50.726366,15.149277,1,,
1474593,,Jablonec nad Nisou dolní n.,,50.726366,15.149277,0,1413159,
1413160,9336,Jablonec nad Nisou zastávka,,50.72041,15.185412,1,,
1474596,,Jablonec nad Nisou zastávka,,50.72041,15.185412,0,1413160,
1413162,6155,Janowice Wielkie,,50.878507,15.918763,1,,
1474756,,Janowice Wielkie,,50.878507,15.918763,0,1413162,I
1474822,,Janowice Wielkie,,50.878507,15.918763,0,1413162,II
1413163,6160,Jaśkowice Legnickie,,51.215107,16.31412,1,,
1474999,,Jaśkowice Legnickie,,51.215107,16.31412,0,1413163,I
1536322,,Jaśkowice Legnickie,,51.215107,16.31412,0,1413163,
1475000,,Jaśkowice Legnickie,,51.215107,16.31412,0,1413163,II
1413164,6161,Jawor,,51.055049,16.198447,1,,
1474715,,Jawor,,51.055049,16.198447,0,1413164,III
1475023,,Jawor,,51.055049,16.198447,0,1413164,I
1413165,61,Jaworzyna Śląska,,50.912468,16.428854,1,,
1474720,,Jaworzyna Śląska,,50.912468,16.428854,0,1413165,I
1474714,,Jaworzyna Śląska,,50.912468,16.428854,0,1413165,III
1474691,,Jaworzyna Śląska,,50.912468,16.428854,0,1413165,II
1413166,62,Jedlina-Zdrój,,50.711543,16.343018,1,,
1474817,,Jedlina-Zdrój,,50.711543,16.343018,0,1413166,II
1474762,,Jedlina-Zdrój,,50.711543,16.343018,0,1413166,I
1413167,6162,Jedlina-Zdrój Borowa,,50.729916,16.322194,1,,
1474761,,Jedlina-Zdrój Borowa,,50.729916,16.322194,0,1413167,I
1413168,6619,Jedlina-Zdrój Centrum,,50.721132,16.344604,1,,
1474802,,Jedlina-Zdrój Centrum,,50.721132,16.344604,0,1413168,I
1413180,6175,Jędrzychowice,,51.174129,15.017733,1,,
1474985,,Jędrzychowice,,51.174129,15.017733,0,1413180,I
1475187,,Jędrzychowice,,51.174129,15.017733,0,1413180,II
1609794,,Jędrzychowice,,51.174129,15.017733,0,1413180,
1413170,6227,Jelcz-Laskowice,,51.037013,17.345413,1,,
1475177,,Jelcz-Laskowice,,51.037013,17.345413,0,1413170,II
1474908,,Jelcz-Laskowice,,51.037013,17.345413,0,1413170,III
1413169,6163,Jelcz Miłoszyce,,51.044568,17.3054,1,,
1474907,,Jelcz Miłoszyce,,51.044568,17.3054,0,1413169,I
1413171,63,Jelenia Góra,,50.90259,15.75599,1,,
1536280,,Jelenia Góra,,50.90259,15.75599,0,1413171,
1474925,,Jelenia Góra,,50.90259,15.75599,0,1413171,I
1474823,,Jelenia Góra,,50.90259,15.75599,0,1413171,III
1474755,,Jelenia Góra,,50.90259,15.75599,0,1413171,II
1475162,,Jelenia Góra,,50.90259,15.75599,0,1413171,IV
1413172,6166,Jelenia Góra Cieplice,,50.869743,15.685244,1,,
2414698,,Jelenia Góra Cieplice,,50.869743,15.685244,0,1413172,
1475119,,Jelenia Góra Cieplice,,50.869743,15.685244,0,1413172,I
1413173,6164,Jelenia Góra Orle,,50.863984,15.657366,1,,
1475158,,Jelenia Góra Orle,,50.863984,15.657366,0,1413173,I
2414703,,Jelenia Góra Orle,,50.863984,15.657366,0,1413173,
1413174,7579,Jelenia Góra Przemysłowa,,50.887669,15.705179,1,,
2414704,,Jelenia Góra Przemysłowa,,50.887669,15.705179,0,1413174,
1475159,,Jelenia Góra Przemysłowa,,50.887669,15.705179,0,1413174,I
1413175,6167,Jelenia Góra Sobieszów,,50.851787,15.645408,1,,
1475165,,Jelenia Góra Sobieszów,,50.851787,15.645408,0,1413175,II
2414699,,Jelenia Góra Sobieszów,,50.851787,15.645408,0,1413175,
1475120,,Jelenia Góra Sobieszów,,50.851787,15.645408,0,1413175,I
1413176,7578,Jelenia Góra Zabobrze,,50.9099,15.743105,1,,
1474926,,Jelenia Góra Zabobrze,,50.9099,15.743105,0,1413176,II
1845554,,Jelenia Góra Zabobrze,,50.9099,15.743105,0,1413176,
1475118,,Jelenia Góra Zabobrze,,50.9099,15.743105,0,1413176,I
1413177,6168,Jelenia Góra Zachodnia,,50.900598,15.719448,1,,
2414705,,Jelenia Góra Zachodnia,,50.900598,15.719448,0,1413177,
1475160,,Jelenia Góra Zachodnia,,50.900598,15.719448,0,1413177,I
1763303,,Jelenia Góra Zachodnia,,50.900598,15.719448,0,1413177,II
1695529,6170,Jemielna Oleśnicka,,51.259984,17.584338,1,,
1764609,,Jemielna Oleśnicka,,51.259984,17.584338,0,1695529,
1413178,6172,Jerzmanki,,51.127743,15.060941,1,,
1474944,,Jerzmanki,,51.127743,15.060941,0,1413178,II
1413179,6173,Jezierzany,,51.235647,16.097664,1,,
1475049,,Jezierzany,,51.235647,16.097664,0,1413179,
1474846,,Jezierzany,,51.235647,16.097664,0,1413179,II
1474837,,Jezierzany,,51.235647,16.097664,0,1413179,I
1413181,6618,Jugowice,,50.732148,16.405378,1,,
1474801,,Jugowice,,50.732148,16.405378,0,1413181,I
2246891,7178,Kaczkowo,,51.743708,16.680113,1,,
2333193,,Kaczkowo,,51.743708,16.680113,0,2246891,
2414694,,Kaczkowo,,51.743708,16.680113,0,2246891,I
1413182,67,Kamieniec Ząbkowicki,,50.536182,16.899563,1,,
1474850,,Kamieniec Ząbkowicki,,50.536182,16.899563,0,1413182,II
1609796,,Kamieniec Ząbkowicki,,50.536182,16.899563,0,1413182,III
1475233,,Kamieniec Ząbkowicki,,50.536182,16.899563,0,1413182,IV
1474643,,Kamieniec Ząbkowicki,,50.536182,16.899563,0,1413182,I
1413183,6182,Kamienna Góra,,50.785557,16.023374,1,,
1474832,,Kamienna Góra,,50.785557,16.023374,0,1413183,I
2040930,69,Karpacz,,50.78256,15.761635,1,,
2139845,,Karpacz,,50.78256,15.761635,0,2040930,I
1413184,6187,Kąty Wrocławskie,,51.037998,16.749979,1,,
1474818,,Kąty Wrocławskie,,51.037998,16.749979,0,1413184,I
1474795,,Kąty Wrocławskie,,51.037998,16.749979,0,1413184,II
1413185,75,Kłodzko Główne,,50.451326,16.656778,1,,
1474810,,Kłodzko Główne,,50.451326,16.656778,0,1413185,III
1474991,,Kłodzko Główne,,50.451326,16.656778,0,1413185,
1474645,,Kłodzko Główne,,50.451326,16.656778,0,1413185,I
1413186,6190,Kłodzko Książek,,50.415861,16.639971,1,,
1474749,,Kłodzko Książek,,50.415861,16.639971,0,1413186,I
1413187,6191,Kłodzko Miasto,,50.435785,16.658613,1,,
1474747,,Kłodzko Miasto,,50.435785,16.658613,0,1413187,
1474774,,Kłodzko Miasto,,50.435785,16.658613,0,1413187,II
1474646,,Kłodzko Miasto,,50.435785,16.658613,0,1413187,I
1413188,6192,Kłodzko Zagórze,,50.415089,16.61464,1,,
1474750,,Kłodzko Zagórze,,50.415089,16.61464,0,1413188,I
1413189,904,Kobierzyce,,50.97427,16.926523,1,,
1474663,,Kobierzyce,,50.97427,16.926523,0,1413189,I
2246901,6195,Kopalina,,51.02109,17.404044,1,,
2333189,,Kopalina,,51.02109,17.404044,0,2246901,I
2414691,,Kopalina,,51.02109,17.404044,0,2246901,II
1413190,9311,Kořenov,,50.770125,15.365721,1,,
1474610,,Kořenov,,50.770125,15.365721,0,1413190,
1413191,9312,Kořenov zastávka,,50.762375,15.346924,1,,
1474615,,Kořenov zastávka,,50.762375,15.346924,0,1413191,
1413192,6196,Korzeńsko,,51.544601,16.872235,1,,
1474873,,Korzeńsko,,51.544601,16.872235,0,1413192,II
1609761,,Korzeńsko,,51.544601,16.872235,0,1413192,
1475197,,Korzeńsko,,51.544601,16.872235,0,1413192,I
1413193,6208,Koźlice,,51.451049,16.232957,1,,
1474966,,Koźlice,,51.451049,16.232957,0,1413193,I
1474956,,Koźlice,,51.451049,16.232957,0,1413193,II
1475013,,Koźlice,,51.451049,16.232957,0,1413193,
1413194,9380,Kralovec,,50.67322,15.970622,1,,
1474829,,Kralovec,,50.67322,15.970622,0,1413194,
1413195,9382,Křenov,,50.638204,15.935689,1,,
1474827,,Křenov,,50.638204,15.935689,0,1413195,
1413197,6215,Krośnice,,51.471194,17.373897,1,,
1475092,,Krośnice,,51.471194,17.373897,0,1413197,I
1475227,,Krośnice,,51.471194,17.373897,0,1413197,
1413196,6214,Krosnowice Kłodzkie,,50.392204,16.636833,1,,
1474746,,Krosnowice Kłodzkie,,50.392204,16.636833,0,1413196,
1474882,,Krosnowice Kłodzkie,,50.392204,16.636833,0,1413196,I
1413198,88,Krotoszyn,,51.701406,17.425939,1,,
1475097,,Krotoszyn,,51.701406,17.425939,0,1413198,II
2114833,,Krotoszyn,,51.701406,17.425939,0,1413198,I
1413199,6217,Krzepów,,51.645204,16.132983,1,,
1475076,,Krzepów,,51.645204,16.132983,0,1413199,I
1536305,,Krzepów,,51.645204,16.132983,0,1413199,
1413200,6221,Krzyżowa,,50.79392,16.530135,1,,
1474695,,Krzyżowa,,50.79392,16.530135,0,1413200,I
1413201,6222,Księginice,,51.242231,16.763806,1,,
1536297,,Księginice,,51.242231,16.763806,0,1413201,
1474787,,Księginice,,51.242231,16.763806,0,1413201,II
1475069,,Księginice,,51.242231,16.763806,0,1413201,I
1413202,9441,Kubschütz,,51.165612,14.509431,1,,
1474625,,Kubschütz,,51.165612,14.509431,0,1413202,
1413203,91,Kudowa-Zdrój,,50.429799,16.244104,1,,
1474650,,Kudowa-Zdrój,,50.429799,16.244104,0,1413203,I
1609731,,Kudowa-Zdrój,,50.429799,16.244104,0,1413203,
1413204,6225,Kulin Kłodzki,,50.419368,16.325498,1,,
1474753,,Kulin Kłodzki,,50.419368,16.325498,0,1413204,I
2040952,6729,Kunice,,51.215013,16.254462,1,,
2114836,,Kunice,,51.215013,16.254462,0,2040952,
2114837,,Kunice,,51.215013,16.254462,0,2040952,II
2114835,,Kunice,,51.215013,16.254462,0,2040952,I
1413205,6226,Kwieciszowice,,50.924196,15.503632,1,,
1474929,,Kwieciszowice,,50.924196,15.503632,0,1413205,I
1413208,6231,Lądek Stójków,,50.327544,16.875966,1,,
1474740,,Lądek Stójków,,50.327544,16.875966,0,1413208,
1413209,98,Lądek Zdrój,,50.342422,16.879249,1,,
1474741,,Lądek Zdrój,,50.342422,16.879249,0,1413209,
1413206,9442,Langebrück (Sachs),,51.126884,13.840639,1,,
1474634,,Langebrück (Sachs),,51.126884,13.840639,0,1413206,
1413207,6230,Lasów,,51.225197,15.035114,1,,
1874611,,Lasów,,51.225197,15.035114,0,1413207,
1475188,,Lasów,,51.225197,15.035114,0,1413207,II
1475189,,Lasów,,51.225197,15.035114,0,1413207,I
1413228,6248,Ławica,,50.477565,16.670747,1,,
1474847,,Ławica,,50.477565,16.670747,0,1413228,I
1475208,,Ławica,,50.477565,16.670747,0,1413228,II
1413210,99,Legnica,,51.214097,16.16967,1,,
