route_id,service_id,trip_id,trip_headsign,direction_id,block_id
234090,109_397118,37148622_397118,Jelenia Góra,,5303/66864
234090,110_397119,37148623_397119,Jelenia Góra,,5303/66864
234090,111_397120,37148624_397120,Świeradów-Zdrój,,5305/66812/66813
234090,112_397121,37148625_397121,Świeradów-Zdrój,,5305/66812/66813
234090,113_397122,37148626_397122,Świeradów-Zdrój,,5305/66812/66813
234090,114_397123,37148627_397123,Jelenia Góra,,5307/66878
234090,115_397124,37148628_397124,Jelenia Góra,,5307/66878
234090,116_397125,37148629_397125,Jelenia Góra,,5307/66878
234090,117_397126,37148630_397126,Jelenia Góra,,5309/66884
234090,118_397127,37148631_397127,Jelenia Góra,,5309/66884
234090,119_397128,37148632_397128,Jelenia Góra,,5309/66884
234090,120_397129,37148633_397129,Jelenia Góra,,5311/66888
234090,121_397130,37148634_397130,Jelenia Góra,,5311/66888
234090,122_397131,37148635_397131,Jelenia Góra,,5311/66888
234090,123_397132,37148636_397132,Karpacz,,5313/66890/66891
234090,124_397133,37148637_397133,Karpacz,,5313/66890/66891
234090,125_397134,37148638_397134,Karpacz,,5313/66890/66891
234091,126_397135,37148639_397135,Węgliniec,,5315/69534
234091,127_397136,37148640_397136,Węgliniec,,5315/69534
234091,128_397137,37148641_397137,Węgliniec,,5315/69534
234092,129_397142,37148646_397142,Wrocław Główny,,5627/76000
234092,130_397143,37148647_397143,Wrocław Główny,,5627/76000
234092,131_397144,37148648_397144,Wrocław Główny,,5627/76000
234092,132_397145,37148649_397145,Wrocław Główny,,5629/76002
234092,133_397146,37148650_397146,Wrocław Główny,,5629/76002
234092,134_397147,37148651_397147,Wrocław Główny,,5629/76002
234092,135_397148,37148652_397148,Wrocław Główny,,5629/76002
234092,136_397149,37148653_397149,Wrocław Główny,,5629/76002
234091,137_397150,37148654_397150,Dresden Hbf,,5670
234091,138_397152,37148656_397152,Görlitz,,5670
234091,139_397153,37148657_397153,Görlitz,,5670
234091,140_397154,37148658_397154,Zgorzelec,,5671
234091,141_397155,37148659_397155,Zgorzelec,,5671
234091,142_397156,37148660_397156,Zgorzelec,,5671
234091,143_397157,37148661_397157,Dresden Hbf,,5672
234091,144_397160,37148664_397160,Görlitz,,5672
234091,145_397161,37148665_397161,Görlitz,,5672
234091,146_397162,37148666_397162,Zgorzelec,,5673
234091,147_397165,37148669_397165,Zgorzelec,,5673
234091,148_397166,37148670_397166,Zgorzelec,,5673
234091,149_397167,37148671_397167,Dresden Hbf,,5674
234091,150_397170,37148674_397170,Görlitz,,5674
234091,151_397171,37148675_397171,Görlitz,,5674
234091,152_397173,37148677_397173,Zgorzelec,,5675
234091,153_397178,37148682_397178,Zgorzelec,,5675
234091,154_397179,37148683_397179,Zgorzelec,,5675
234091,155_397180,37148684_397180,Zgorzelec,,5675
234091,156_397181,37148685_397181,Zgorzelec,,5675
234091,157_397182,37148686_397182,Zgorzelec,,5675
234091,158_397183,37148687_397183,Dresden Hbf,,5678
234091,159_397186,37148690_397186,Görlitz,,5678
234091,160_397187,37148691_397187,Görlitz,,5678
234091,161_397188,37148692_397188,Zgorzelec,,5679
234091,162_397191,37148695_397191,Zgorzelec,,5679
234091,163_397192,37148696_397192,Zgorzelec,,5679
234091,164_397193,37148697_397193,Bischofswerda,,5680
234091,165_397194,37148698_397194,Bischofswerda,,5680
234091,166_397195,37148699_397195,Görlitz,,5680
234091,167_397196,37148700_397196,Görlitz,,5680
234091,168_397197,37148701_397197,Görlitz,,5680
234091,169_397198,37148702_397198,Görlitz,,5680
234091,170_397199,37148703_397199,Zgorzelec,,5681
234091,171_397200,37148704_397200,Zgorzelec,,5681
234091,172_397201,37148705_397201,Zgorzelec,,5681
234091,173_397202,37148706_397202,Dresden Hbf,,5682
234091,174_397205,37148709_397205,Görlitz,,5682
234091,175_397206,37148710_397206,Görlitz,,5682
234091,176_397207,37148711_397207,Zgorzelec,,5683
234091,177_397210,37148714_397210,Zgorzelec,,5683
234091,178_397211,37148715_397211,Zgorzelec,,5683
234091,179_397212,37148716_397212,Bischofswerda,,5684
234091,180_397213,37148717_397213,Görlitz,,5684
234091,181_397214,37148718_397214,Görlitz,,5684
234091,182_397215,37148719_397215,Zgorzelec,,5685
234091,183_397220,37148724_397220,Zgorzelec,,5685
234091,184_397221,37148725_397221,Zgorzelec,,5685
234091,185_397222,37148726_397222,Bischofswerda,,5686
234091,186_397223,37148727_397223,Bischofswerda,,5686
234091,187_397224,37148728_397224,Görlitz,,5686
234091,188_397225,37148729_397225,Görlitz,,5686
234091,189_397226,37148730_397226,Görlitz,,5686
234091,190_397227,37148731_397227,Görlitz,,5686
234091,191_397228,37148732_397228,Zgorzelec,,5687
234091,192_397229,37148733_397229,Zgorzelec,,5687
234091,193_397230,37148734_397230,Zgorzelec,,5687
234091,194_397231,37148735_397231,Dresden Hbf,,5688
234091,195_397235,37148739_397235,Görlitz,,5688
234091,196_397236,37148740_397236,Görlitz,,5688
234091,197_397237,37148741_397237,Zgorzelec,,5689
234091,198_397240,37148744_397240,Zgorzelec,,5689
234091,199_397241,37148745_397241,Zgorzelec,,5689
234090,200_397242,37148746_397242,Jelenia Góra,,5791/66874
234090,201_397243,37148747_397243,Jelenia Góra,,5791/66874
234090,202_397244,37148748_397244,Jelenia Góra,,5791/66874
234091,203_397245,37148749_397245,Zgorzelec,,5793
234091,204_397248,37148752_397248,Zgorzelec,,5793
234091,205_397249,37148753_397249,Zgorzelec,,5793
234091,206_397250,37148754_397250,Dresden Hbf,,5794
234091,207_397253,37148757_397253,Görlitz,,5794
234091,208_397254,37148758_397254,Görlitz,,5794
234093,209_397255,37148759_397255,Ścinawa,,60103
234093,210_397256,37148760_397256,Ścinawa,,60103
234093,211_397257,37148761_397257,Ścinawa,,60103
234093,212_397258,37148762_397258,Ścinawa,,60103
234093,213_397259,37148763_397259,Ścinawa,,60103
234093,214_397260,37148764_397260,Ścinawa,,60103
234093,215_397261,37148765_397261,Głogów,,60105
234093,216_397262,37148766_397262,Głogów,,60105
234093,217_397263,37148767_397263,Głogów,,60105
234093,218_397264,37148768_397264,Głogów,,60105
234093,219_397265,37148769_397265,Głogów,,60105
234093,220_397266,37148770_397266,Wrocław Główny,,60106
234093,221_397267,37148771_397267,Wrocław Główny,,60106
234093,222_397268,37148772_397268,Wrocław Główny,,60106
234093,223_397269,37148773_397269,Wrocław Główny,,60106
234093,224_397270,37148774_397270,Wrocław Główny,,60106
234093,225_397271,37148775_397271,Wrocław Główny,,60106
234094,226_397272,37148776_397272,Kudowa-Zdrój,,60121
234094,227_397273,37148777_397273,Kudowa-Zdrój,,60121
234094,228_397274,37148778_397274,Kudowa-Zdrój,,60121
234095,229_397275,37148779_397275,Kłodzko Miasto,,60123
234095,230_397276,37148780_397276,Kłodzko Miasto,,60123
234095,231_397277,37148781_397277,Kłodzko Miasto,,60123
234095,232_397278,37148782_397278,Kłodzko Miasto,,60123
234095,233_397279,37148783_397279,Kłodzko Miasto,,60123
234094,234_397280,37148784_397280,Kudowa-Zdrój,,60125
234094,235_397282,37148786_397282,Kudowa-Zdrój,,60125
234094,236_397283,37148787_397283,Kudowa-Zdrój,,60125
234094,237_397284,37148788_397284,Kudowa-Zdrój,,60127
234094,238_397285,37148789_397285,Kudowa-Zdrój,,60127
234094,239_397286,37148790_397286,Kudowa-Zdrój,,60127
234095,240_397287,37148791_397287,Kłodzko Miasto,,60129
234095,241_397288,37148792_397288,Kłodzko Miasto,,60129
234095,242_397289,37148793_397289,Kłodzko Miasto,,60129
234096,243_397290,37148794_397290,Rawicz,,60161
234097,244_397291,37148795_397291,Legnica,,60164
234097,245_397292,37148796_397292,Legnica,,60164
234097,246_397293,37148797_397293,Legnica,,60164
234097,247_397294,37148798_397294,Legnica,,60164
234098,248_397295,37148799_397295,Kobierzyce,,60201
234098,249_397296,37148800_397296,Kobierzyce,,60201
234098,250_397297,37148801_397297,Kobierzyce,,60201
234098,251_397298,37148802_397298,Świdnica Miasto,,60203
234098,252_397299,37148803_397299,Świdnica Miasto,,60203
234098,253_397300,37148804_397300,Świdnica Miasto,,60203
234098,254_397301,37148805_397301,Kobierzyce,,60205
234098,255_397302,37148806_397302,Kobierzyce,,60205
234098,256_397303,37148807_397303,Kobierzyce,,60205
234098,257_397304,37148808_397304,Świdnica Miasto,,60207
234098,258_397305,37148809_397305,Świdnica Miasto,,60207
234098,259_397306,37148810_397306,Świdnica Miasto,,60207
234098,260_397307,37148811_397307,Bielawa Zachodnia,,60209/8
234098,261_397308,37148812_397308,Bielawa Zachodnia,,60209/8
234098,262_397309,37148813_397309,Bielawa Zachodnia,,60209/8
234098,263_397310,37148814_397310,Bielawa Zachodnia,,60209/8
234098,264_397311,37148815_397311,Bielawa Zachodnia,,60209/8
234098,265_397312,37148816_397312,Bielawa Zachodnia,,60209/8
234098,266_397313,37148817_397313,Świdnica Miasto,,60211
234098,267_397314,37148818_397314,Świdnica Miasto,,60211
234098,268_397315,37148819_397315,Świdnica Miasto,,60211
234098,269_397316,37148820_397316,Sobótka Zachodnia,,60213
234098,270_397318,37148822_397318,Sobótka Zachodnia,,60213
234098,271_397319,37148823_397319,Sobótka Zachodnia,,60213
234098,272_397320,37148824_397320,Świdnica Miasto,,60215
234098,273_397321,37148825_397321,Świdnica Miasto,,60215
234098,274_397322,37148826_397322,Świdnica Miasto,,60215
234098,275_397323,37148827_397323,Bielawa Zachodnia,,60217/6
234098,276_397324,37148828_397324,Bielawa Zachodnia,,60217/6
234098,277_397325,37148829_397325,Bielawa Zachodnia,,60217/6
234098,278_397326,37148830_397326,Bielawa Zachodnia,,60217/6
234098,279_397327,37148831_397327,Bielawa Zachodnia,,60217/6
234098,280_397328,37148832_397328,Bielawa Zachodnia,,60217/6
234098,281_397329,37148833_397329,Jaworzyna Śląska,,60219
234098,282_397330,37148834_397330,Jaworzyna Śląska,,60219
234098,283_397331,37148835_397331,Jaworzyna Śląska,,60219
234098,284_397332,37148836_397332,Bielawa Zachodnia,,60221/0
234098,285_397333,37148837_397333,Bielawa Zachodnia,,60221/0
234098,286_397334,37148838_397334,Bielawa Zachodnia,,60221/0
234099,287_397336,37148840_397336,Trzebnica,,60238/9
234099,288_397337,37148841_397337,Trzebnica,,60238/9
234099,289_397338,37148842_397338,Trzebnica,,60238/9
234098,290_397339,37148843_397339,Wrocław Główny,,60240
234098,291_397340,37148844_397340,Wrocław Główny,,60240
234098,292_397341,37148845_397341,Wrocław Główny,,60240
234098,293_397342,37148846_397342,Wrocław Główny,,60243/2
234098,294_397343,37148847_397343,Wrocław Główny,,60243/2
234098,295_397344,37148848_397344,Wrocław Główny,,60243/2
234098,296_397345,37148849_397345,Wrocław Główny,,60244
234098,297_397346,37148850_397346,Wrocław Główny,,60244
234098,298_397347,37148851_397347,Wrocław Główny,,60244
234100,299_397348,37148852_397348,Wrocław Główny,,60246
234100,300_397349,37148853_397349,Wrocław Główny,,60246
234100,301_397350,37148854_397350,Wrocław Główny,,60246
234099,302_397352,37148856_397352,Trzebnica,,60248/9
234099,303_397353,37148857_397353,Trzebnica,,60248/9
234101,304_397354,37148858_397354,Trzebnica,,60248/9
234098,305_397355,37148859_397355,Wrocław Główny,,60250
234098,306_397356,37148860_397356,Wrocław Główny,,60250
234098,307_397357,37148861_397357,Wrocław Główny,,60250
234098,308_397358,37148862_397358,Wrocław Główny,,60252
234098,309_397359,37148863_397359,Wrocław Główny,,60252
234098,310_397360,37148864_397360,Wrocław Główny,,60252
234098,311_397361,37148865_397361,Wrocław Główny,,60254
234098,312_397362,37148866_397362,Wrocław Główny,,60254
234098,313_397363,37148867_397363,Wrocław Główny,,60254
234102,314_397364,37148868_397364,Wrocław Główny,,60257/6
234102,315_397365,37148869_397365,Wrocław Główny,,60257/6
234102,316_397366,37148870_397366,Wrocław Główny,,60257/6
234098,317_397367,37148871_397367,Wrocław Główny,,60258
234098,318_397368,37148872_397368,Wrocław Główny,,60258
234098,319_397369,37148873_397369,Wrocław Główny,,60258
234098,320_397370,37148874_397370,Wrocław Główny,,60260
234098,321_397371,37148875_397371,Wrocław Główny,,60260
234098,322_397372,37148876_397372,Wrocław Główny,,60260
234098,323_397373,37148877_397373,Wrocław Główny,,60262
234098,324_397374,37148878_397374,Wrocław Główny,,60262
234098,325_397375,37148879_397375,Wrocław Główny,,60262
234099,326_397377,37148881_397377,Trzebnica,,60264/5
234099,327_397378,37148882_397378,Trzebnica,,60264/5
234099,328_397379,37148883_397379,Trzebnica,,60264/5
234098,329_397380,37148884_397380,Wrocław Główny,,60267/6
234098,330_397381,37148885_397381,Wrocław Główny,,60267/6
234098,331_397382,37148886_397382,Wrocław Główny,,60267/6
234098,332_397383,37148887_397383,Wrocław Główny,,60267/6
234098,333_397384,37148888_397384,Wrocław Główny,,60268
234098,334_397386,37148890_397386,Wrocław Główny,,60268
234098,335_397387,37148891_397387,Wrocław Główny,,60268
234102,336_397388,37148892_397388,Wrocław Główny,,60271/0
234102,337_397389,37148893_397389,Wrocław Główny,,60271/0
234102,338_397390,37148894_397390,Wrocław Główny,,60271/0
234098,339_397391,37148895_397391,Wrocław Główny,,60272
234098,340_397393,37148897_397393,Wrocław Główny,,60272
234098,341_397394,37148898_397394,Wrocław Główny,,60272
234098,342_397395,37148899_397395,Wrocław Główny,,60274
234098,343_397396,37148900_397396,Wrocław Główny,,60274
234098,344_397397,37148901_397397,Wrocław Główny,,60274
234102,345_397398,37148902_397398,Wrocław Główny,,60277/6
234102,346_397399,37148903_397399,Wrocław Główny,,60277/6
234102,347_397400,37148904_397400,Wrocław Główny,,60277/6
234099,348_397402,37148906_397402,Trzebnica,,60279/8
234099,349_397403,37148907_397403,Trzebnica,,60279/8
234099,350_397404,37148908_397404,Trzebnica,,60279/8
234099,351_397407,37148911_397407,Trzebnica,,60280/1
234099,352_397408,37148912_397408,Trzebnica,,60280/1
234099,353_397409,37148913_397409,Trzebnica,,60280/1
234103,354_397410,37148914_397410,Brzeg,,60300
234103,355_397411,37148915_397411,Brzeg,,60300
234103,356_397412,37148916_397412,Brzeg,,60300
234103,357_397413,37148917_397413,Brzeg,,60302
234103,358_397414,37148918_397414,Brzeg,,60302
234103,359_397415,37148919_397415,Brzeg,,60302
234103,360_397416,37148920_397416,Brzeg,,60304
234103,361_397417,37148921_397417,Brzeg,,60304
234103,362_397418,37148922_397418,Brzeg,,60304
234103,363_397419,37148923_397419,Brzeg,,60304
234103,364_397420,37148924_397420,Brzeg,,60306
234103,365_397421,37148925_397421,Brzeg,,60306
234103,366_397422,37148926_397422,Brzeg,,60306
234103,367_397423,37148927_397423,Brzeg,,60306
234103,368_397424,37148928_397424,Brzeg,,60308
234103,369_397425,37148929_397425,Brzeg,,60308
234103,370_397426,37148930_397426,Brzeg,,60308
234103,371_397427,37148931_397427,Brzeg,,60308
234103,372_397428,37148932_397428,Brzeg,,60308
234103,373_397429,37148933_397429,Brzeg,,60310
234103,374_397430,37148934_397430,Brzeg,,60310
234103,375_397431,37148935_397431,Brzeg,,60310
234103,376_397432,37148936_397432,Brzeg,,60312
234103,377_397433,37148937_397433,Brzeg,,60312
234103,378_397434,37148938_397434,Brzeg,,60312
234103,379_397435,37148939_397435,Brzeg,,60314
234103,380_397436,37148940_397436,Brzeg,,60314
234103,381_397437,37148941_397437,Brzeg,,60314
234103,382_397438,37148942_397438,Brzeg,,60316
234103,383_397439,37148943_397439,Brzeg,,60316
234103,384_397440,37148944_397440,Brzeg,,60316
234103,385_397441,37148945_397441,Brzeg,,60318
234103,386_397442,37148946_397442,Brzeg,,60318
234103,387_397443,37148947_397443,Brzeg,,60318
234103,388_397444,37148948_397444,Brzeg,,60318
234103,389_397445,37148949_397445,Brzeg,,60320
234103,390_397446,37148950_397446,Brzeg,,60320
234103,391_397447,37148951_397447,Wrocław Główny,,60361
234103,392_397448,37148952_397448,Wrocław Główny,,60361
234103,393_397449,37148953_397449,Wrocław Główny,,60361
234103,394_397450,37148954_397450,Wrocław Główny,,60363
234103,395_397451,37148955_397451,Wrocław Główny,,60363
234103,396_397452,37148956_397452,Wrocław Główny,,60363
234103,397_397453,37148957_397453,Wrocław Główny,,60365
234103,398_397454,37148958_397454,Wrocław Główny,,60365
234103,399_397455,37148959_397455,Wrocław Główny,,60365
234103,400_397456,37148960_397456,Wrocław Główny,,60365
234103,401_397457,37148961_397457,Wrocław Główny,,60365
234103,402_397458,37148962_397458,Wrocław Główny,,60367
234103,403_397459,37148963_397459,Wrocław Główny,,60367
234103,404_397460,37148964_397460,Wrocław Główny,,60367
234103,405_397461,37148965_397461,Wrocław Główny,,60369
234103,406_397462,37148966_397462,Wrocław Główny,,60369
234103,407_397463,37148967_397463,Wrocław Główny,,60369
234103,408_397464,37148968_397464,Wrocław Główny,,60371
234103,409_397465,37148969_397465,Wrocław Główny,,60371
234103,410_397466,37148970_397466,Wrocław Główny,,60371
234103,411_397467,37148971_397467,Wrocław Główny,,60371
234104,412_397468,37148972_397468,Gryfów Śląski,,60373
234104,413_397469,37148973_397469,Gryfów Śląski,,60373
234104,414_397470,37148974_397470,Gryfów Śląski,,60373
234104,415_397471,37148975_397471,Gryfów Śląski,,60373
234103,416_397473,37148977_397473,Wrocław Główny,,60375
234103,417_397476,37148980_397476,Wrocław Główny,,60375
234103,418_397477,37148981_397477,Wrocław Główny,,60375
234103,419_397478,37148982_397478,Wrocław Główny,,60375
234103,420_397479,37148983_397479,Wrocław Główny,,60377
234103,421_397480,37148984_397480,Wrocław Główny,,60377
234103,422_397481,37148985_397481,Wrocław Główny,,60377
234103,423_397482,37148986_397482,Wrocław Główny,,60391
234094,424_397483,37148987_397483,Kudowa-Zdrój,,60401
234094,425_397485,37148989_397485,Kudowa-Zdrój,,60401
234094,426_397486,37148990_397486,Kudowa-Zdrój,,60401
234105,427_397487,37148991_397487,Kłodzko Miasto,,60402/3
234105,428_397488,37148992_397488,Kłodzko Miasto,,60402/3
234105,429_397489,37148993_397489,Kłodzko Miasto,,60402/3
234094,430_397490,37148994_397490,Kudowa-Zdrój,,60405
234094,431_397492,37148996_397492,Kudowa-Zdrój,,60405
234094,432_397493,37148997_397493,Kudowa-Zdrój,,60405
234106,433_397494,37148998_397494,Kudowa-Zdrój,,60406/7
234106,434_397498,37149002_397498,Kudowa-Zdrój,,60406/7
234106,435_397499,37149003_397499,Kudowa-Zdrój,,60407/6
234106,436_397501,37149005_397501,Kłodzko Miasto,,60408/9
234106,437_397502,37149006_397502,Kłodzko Miasto,,60408/9
234106,438_397503,37149007_397503,Kłodzko Miasto,,60409/8
234106,439_397504,37149008_397504,Kłodzko Miasto,,60410/1
234106,440_397505,37149009_397505,Kłodzko Miasto,,60410/1
234106,441_397506,37149010_397506,Kłodzko Miasto,,60410/1
234106,442_397507,37149011_397507,Kłodzko Miasto,,60412/3
234106,443_397508,37149012_397508,Kłodzko Miasto,,60412/3
234106,444_397509,37149013_397509,Kłodzko Miasto,,60412/3
234094,445_397510,37149014_397510,Kudowa-Zdrój,,60415
234094,446_397511,37149015_397511,Kudowa-Zdrój,,60415
234094,447_397512,37149016_397512,Kudowa-Zdrój,,60415
234106,448_397513,37149017_397513,Kłodzko Miasto,,60416/7
234106,449_397514,37149018_397514,Kłodzko Miasto,,60416/7
234106,450_397515,37149019_397515,Kłodzko Miasto,,60416/7
234106,451_397516,37149020_397516,Kłodzko Miasto,,60418/9
234106,452_397517,37149021_397517,Kłodzko Miasto,,60418/9
234106,453_397518,37149022_397518,Kłodzko Miasto,,60419/8
234106,454_397519,37149023_397519,Kłodzko Miasto,,60420/1
234106,455_397520,37149024_397520,Kłodzko Miasto,,60420/1
234106,456_397521,37149025_397521,Kłodzko Miasto,,60420/1
234106,457_397522,37149026_397522,Kłodzko Główne,,60422
234106,458_397523,37149027_397523,Kłodzko Główne,,60422
234106,459_397524,37149028_397524,Kłodzko Główne,,60422
234106,460_397525,37149029_397525,Wałbrzych Główny,,60431
234106,461_397527,37149031_397527,Wałbrzych Miasto,,60431/0
234106,462_397528,37149032_397528,Wałbrzych Miasto,,60431/0
234094,463_397529,37149033_397529,Kłodzko Miasto,,60432
234094,464_397531,37149035_397531,Kłodzko Miasto,,60432
234094,465_397532,37149036_397532,Kłodzko Miasto,,60432
234094,466_397533,37149037_397533,Kłodzko Miasto,,60432
234106,467_397534,37149038_397534,Wałbrzych Główny,,60434/5
234106,468_397535,37149039_397535,Wałbrzych Główny,,60434/5
234106,469_397536,37149040_397536,Wałbrzych Miasto,,60434/5
234106,470_397537,37149041_397537,Wałbrzych Główny,,60436/7
234106,471_397538,37149042_397538,Wałbrzych Główny,,60436/7
234106,472_397539,37149043_397539,Wałbrzych Główny,,60436/7
234094,473_397540,37149044_397540,Kłodzko Miasto,,60438
234094,474_397542,37149046_397542,Kłodzko Miasto,,60438
234094,475_397543,37149047_397543,Kłodzko Miasto,,60438
234106,476_397544,37149048_397544,Wałbrzych Główny,,60440/1
234106,477_397545,37149049_397545,Wałbrzych Główny,,60440/1
234106,478_397546,37149050_397546,Wałbrzych Główny,,60440/1
234106,479_397547,37149051_397547,Wałbrzych Główny,,60442/3
234106,480_397548,37149052_397548,Wałbrzych Główny,,60442/3
234106,481_397549,37149053_397549,Wałbrzych Miasto,,60442/3
234106,482_397550,37149054_397550,Wałbrzych Główny,,60444/5
234106,483_397553,37149057_397553,Wałbrzych Główny,,60444/5
234106,484_397554,37149058_397554,Wałbrzych Główny,,60444/5
234106,485_397555,37149059_397555,Wałbrzych Główny,,60446/7
234106,486_397556,37149060_397556,Wałbrzych Główny,,60446/7
234106,487_397557,37149061_397557,Wałbrzych Główny,,60446/7
