service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1135_398264,1,1,1,1,1,1,1,20260404,20260406
1136_398265,0,0,0,0,0,1,1,20260411,20260613
1137_398266,0,0,0,0,0,1,1,20260614,20261212
1138_398267,1,1,1,1,1,0,0,20260615,20261211
1139_398268,0,0,0,0,0,1,1,20260225,20260307
11_397005,0,0,0,0,0,1,1,20260308,20260613
1140_398269,1,1,1,1,1,0,0,20260225,20260306
1141_398270,0,0,0,0,0,1,1,20260308,20260613
1142_398271,1,1,1,1,1,0,0,20260309,20260612
1143_398272,0,0,0,0,0,1,1,20260614,20261212
114_397123,1,1,1,1,1,1,1,20260225,20260307
1144_398273,1,1,1,1,1,0,0,20260615,20261211
1145_398274,1,1,1,1,1,1,1,20260225,20260307
1146_398275,1,1,1,1,1,1,1,20260308,20260613
1147_398276,1,1,1,1,1,1,1,20260614,20261212
1148_398277,1,1,1,1,1,1,1,20260225,20260307
1149_398278,1,1,1,1,1,1,1,20260308,20260613
1150_398279,1,1,1,1,1,1,1,20260404,20260406
1151_398280,1,1,1,1,1,1,1,20260614,20261212
1152_398281,1,1,1,1,1,1,1,20260225,20260307
1153_398282,1,1,1,1,1,1,1,20260308,20260613
115_397124,1,1,1,1,1,1,1,20260308,20260613
1154_398283,1,1,1,1,1,1,1,20260614,20261212
1155_398284,0,0,0,0,0,1,1,20260225,20260307
1156_398285,0,0,0,0,0,1,1,20260308,20260613
1157_398286,0,0,0,0,0,1,1,20260614,20261212
1158_398287,1,1,1,1,1,0,0,20260615,20261211
1159_398288,0,0,0,0,0,1,1,20260225,20260307
1160_398289,1,1,1,1,1,0,0,20260225,20260306
1161_398290,0,0,0,0,0,1,1,20260308,20260329
1162_398291,1,1,1,1,1,0,0,20260309,20260403
1163_398292,1,1,1,1,1,1,1,20260404,20260406
116_397125,1,1,1,1,1,1,1,20260614,20261212
1164_398293,1,1,1,1,1,0,0,20260407,20260417
1165_398294,1,1,1,1,1,1,1,20260411,20260412
1166_398295,0,0,0,0,0,1,1,20260418,20260613
1167_398296,1,1,1,1,1,0,0,20260420,20260612
1168_398297,0,0,0,0,0,1,1,20260614,20261212
1169_398298,1,1,1,1,1,1,1,20260225,20260307
1170_398299,1,1,1,1,1,1,1,20260308,20260613
1171_398300,1,1,1,1,1,1,1,20260614,20261212
1172_398301,1,1,1,1,1,1,1,20260225,20260307
1173_398302,1,1,1,1,1,1,1,20260308,20260613
117_397126,1,1,1,1,1,1,1,20260225,20260307
1174_398303,1,1,1,1,1,1,1,20260614,20261212
1175_398304,1,1,1,1,1,1,1,20260225,20260307
1176_398305,1,1,1,1,1,1,1,20260308,20260613
1177_398306,1,1,1,1,1,1,1,20260404,20260406
1178_398307,1,1,1,1,1,1,1,20260614,20261212
1179_398308,1,1,1,1,1,0,0,20260225,20260306
1180_398309,1,1,1,1,1,0,0,20260309,20260612
1181_398310,1,1,1,1,1,0,0,20260615,20261211
1182_398311,1,1,1,1,1,1,1,20260225,20260307
1183_398313,1,1,1,1,1,1,1,20260308,20260613
118_397127,1,1,1,1,1,1,1,20260308,20260613
1184_398314,1,1,1,1,1,1,1,20260614,20261212
1185_398315,1,1,1,1,1,1,1,20260225,20260307
1186_398316,1,1,1,1,1,1,1,20260308,20260403
1187_398317,1,1,1,1,1,1,1,20260404,20260418
1188_398318,1,1,1,1,1,1,1,20260419,20260515
1189_398319,1,1,1,1,1,1,1,20260516,20260613
1190_398320,1,1,1,1,1,1,1,20260614,20261212
1191_398321,0,0,0,0,0,1,1,20260225,20260307
1192_398322,1,1,1,1,1,0,0,20260225,20260306
1193_398323,0,0,0,0,0,1,1,20260308,20260613
119_397128,1,1,1,1,1,1,1,20260614,20261212
1194_398324,1,1,1,1,1,0,0,20260309,20260612
1195_398325,0,0,0,0,0,1,1,20260614,20261212
1196_398326,1,1,1,1,1,0,0,20260615,20261211
1197_398327,0,0,0,0,0,1,1,20260225,20260307
1198_398328,1,1,1,1,1,0,0,20260225,20260306
1199_398329,0,0,0,0,0,1,1,20260308,20260329
1200_398330,1,1,1,1,1,0,0,20260309,20260403
1201_398331,0,0,0,0,0,1,1,20260404,20260418
1202_398332,1,1,1,1,1,0,0,20260407,20260417
1203_398333,0,0,0,0,0,1,1,20260419,20260517
120_397129,1,1,1,1,1,1,1,20260225,20260307
1204_398334,1,1,1,1,1,0,0,20260420,20260612
1205_398335,0,0,0,0,0,1,1,20260523,20260613
1206_398336,0,0,0,0,0,1,1,20260614,20261212
1207_398337,1,1,1,1,1,0,0,20260615,20261211
1208_398339,1,1,1,1,1,1,1,20260225,20260307
1209_398341,1,1,1,1,1,1,1,20260308,20260403
1210_398342,1,1,1,1,1,1,1,20260404,20260418
1211_398343,1,1,1,1,1,1,1,20260419,20260613
1212_398344,1,1,1,1,1,1,1,20260614,20261212
1213_398345,0,0,0,0,0,1,1,20260225,20260307
121_397130,1,1,1,1,1,1,1,20260308,20260613
1214_398347,1,1,1,1,1,0,0,20260225,20260306
1215_398348,1,1,1,1,1,1,1,20260308,20260613
1216_398349,1,1,1,1,1,1,1,20260614,20261212
1217_398350,0,0,0,0,0,1,1,20260225,20260307
1218_398352,1,1,1,1,1,0,0,20260225,20260306
1219_398356,1,1,1,1,1,1,1,20260308,20260403
1220_398357,1,1,1,1,1,1,1,20260404,20260417
1221_398358,1,1,1,1,1,1,1,20260418,20260613
1222_398359,1,1,1,1,1,1,1,20260614,20261212
1223_398360,1,1,1,1,1,1,1,20260225,20260307
122_397131,1,1,1,1,1,1,1,20260614,20261212
1224_398361,1,1,1,1,1,1,1,20260308,20260403
1225_398362,1,1,1,1,1,1,1,20260404,20260417
1226_398363,1,1,1,1,1,1,1,20260418,20260613
1227_398364,1,1,1,1,1,1,1,20260614,20261212
1228_398365,1,1,1,1,1,1,1,20260225,20260307
1229_398366,1,1,1,1,1,1,1,20260308,20260613
1230_398367,1,1,1,1,1,1,1,20260614,20261212
1231_398368,0,0,0,0,0,1,1,20260614,20261212
1232_398369,1,1,1,1,1,1,1,20260225,20260307
1233_398370,1,1,1,1,1,1,1,20260308,20260613
123_397132,1,1,1,1,1,1,1,20260225,20260307
1234_398371,1,1,1,1,1,1,1,20260614,20261212
1235_398372,1,1,1,1,1,0,0,20260225,20260306
1236_398373,1,1,1,1,1,0,0,20260309,20260612
1237_398374,1,1,1,1,1,0,0,20260615,20261211
1238_398375,1,1,1,1,1,0,0,20260225,20260306
1239_398376,1,1,1,1,1,0,0,20260309,20260612
12_397006,1,1,1,1,1,1,1,20260614,20261212
1240_398377,1,1,1,1,1,0,0,20260615,20261211
1241_398378,1,1,1,1,1,1,1,20260225,20260307
1242_398379,1,1,1,1,1,1,1,20260308,20260613
1243_398380,1,1,1,1,1,1,1,20260614,20261212
124_397133,1,1,1,1,1,1,1,20260308,20260613
1244_398381,1,1,1,1,1,0,0,20260225,20260306
1245_398383,1,1,1,1,1,0,0,20260309,20260612
1246_398384,1,1,1,1,1,0,0,20260615,20261211
1247_398386,1,1,1,1,1,0,0,20260225,20260306
1248_398389,1,1,1,1,1,0,0,20260309,20260612
1249_398390,1,1,1,1,1,0,0,20260615,20261211
1250_398391,1,1,1,1,1,1,1,20260225,20260307
1251_398392,0,0,0,0,0,1,1,20260308,20260412
1252_398393,1,1,1,1,1,0,0,20260309,20260415
1253_398394,1,1,1,1,1,1,1,20260416,20260613
125_397134,1,1,1,1,1,1,1,20260614,20261212
1254_398395,1,1,1,1,1,1,1,20260614,20261212
1255_398397,1,1,1,1,1,1,1,20260225,20260307
1256_398398,1,1,1,1,1,1,1,20260308,20260613
1257_398399,1,1,1,1,1,1,1,20260614,20261212
1258_398400,1,1,1,1,1,0,0,20260225,20260306
1259_398401,1,1,1,1,1,0,0,20260309,20260612
1260_398402,1,1,1,1,1,0,0,20260615,20261211
1261_398403,1,1,1,1,1,0,0,20260225,20260306
1262_398404,1,1,1,1,1,0,0,20260309,20260612
1263_398405,1,1,1,1,1,0,0,20260615,20261211
126_397135,1,1,1,1,1,1,1,20260225,20260307
1264_398406,1,1,1,1,1,1,1,20260225,20260307
1265_398407,1,1,1,1,1,1,1,20260308,20260613
1266_398408,1,1,1,1,1,1,1,20260614,20261212
1267_398409,1,1,1,1,1,0,0,20260225,20260306
1268_398411,1,1,1,1,1,0,0,20260309,20260612
1269_398412,1,1,1,1,1,0,0,20260615,20261211
1270_398414,1,1,1,1,1,0,0,20260225,20260306
1271_398418,1,1,1,1,1,0,0,20260309,20260612
1272_398419,1,1,1,1,1,0,0,20260615,20261211
1273_398420,0,0,0,0,0,1,1,20260225,20260307
127_397136,1,1,1,1,1,1,1,20260308,20260613
1274_398421,0,0,0,0,0,1,1,20260308,20260412
1275_398422,0,0,0,0,0,1,1,20260418,20260613
1276_398423,1,1,1,1,1,0,0,20260225,20260306
1277_398424,1,1,1,1,1,0,0,20260309,20260415
1278_398425,1,1,1,1,1,0,0,20260416,20260612
1279_398426,1,1,1,1,1,1,1,20260614,20261212
1280_398427,1,1,1,1,1,1,1,20260225,20260307
1281_398428,1,1,1,1,1,1,1,20260308,20260613
1282_398429,1,1,1,1,1,1,1,20260614,20261212
1283_398430,1,1,1,1,1,0,0,20260225,20260306
128_397137,1,1,1,1,1,1,1,20260614,20261212
1284_398431,1,1,1,1,1,0,0,20260309,20260612
1285_398432,1,1,1,1,1,0,0,20260615,20261211
1286_398433,0,0,0,0,0,1,1,20260225,20260307
1287_398434,0,0,0,0,0,1,1,20260308,20260613
1288_398435,0,0,0,0,0,1,1,20260614,20261212
1289_398436,1,1,1,1,1,0,0,20260225,20260306
1290_398437,1,1,1,1,1,0,0,20260309,20260612
1291_398438,1,1,1,1,1,0,0,20260615,20261211
1292_398439,1,1,1,1,1,1,1,20260225,20260307
1293_398440,1,1,1,1,1,1,1,20260308,20260613
129_397142,0,0,0,0,0,1,1,20260225,20260307
1294_398441,1,1,1,1,1,1,1,20260614,20261212
1295_398442,1,1,1,1,1,1,1,20260225,20260307
1296_398443,1,1,1,1,1,1,1,20260308,20260613
1297_398444,1,1,1,1,1,1,1,20260614,20261212
1298_398445,1,1,1,1,1,1,1,20260225,20260307
1299_398446,1,1,1,1,1,1,1,20260308,20260613
1300_398447,1,1,1,1,1,1,1,20260614,20261212
1301_398448,1,1,1,1,1,1,1,20260225,20260307
1302_398449,1,1,1,1,1,1,1,20260308,20260613
1303_398450,1,1,1,1,1,1,1,20260614,20261212
130_397143,0,0,0,0,0,1,1,20260308,20260613
1304_398451,0,0,0,0,0,1,1,20260225,20260307
1305_398452,1,1,1,1,1,0,0,20260225,20260306
1306_398453,0,0,0,0,0,1,1,20260308,20260613
1307_398454,1,1,1,1,1,0,0,20260309,20260612
1308_398455,1,1,1,1,1,1,1,20260614,20261212
1309_398456,1,1,1,1,1,0,0,20260225,20260306
1310_398457,1,1,1,1,1,0,0,20260309,20260612
1311_398458,1,1,1,1,1,0,0,20260615,20261211
1312_398459,1,1,1,1,1,1,1,20260225,20260307
1313_398460,1,1,1,1,1,1,1,20260308,20260613
131_397144,0,0,0,0,0,1,1,20260614,20261212
1314_398461,1,1,1,1,1,1,1,20260614,20261212
1315_398462,1,1,1,1,1,0,0,20260225,20260306
1316_398463,1,1,1,1,1,0,0,20260309,20260612
1317_398464,1,1,1,1,1,0,0,20260615,20261211
1318_398465,0,0,0,0,0,1,1,20260225,20260307
1319_398466,0,0,0,0,0,1,1,20260308,20260613
1320_398467,0,0,0,0,0,1,1,20260614,20261212
1321_398468,1,1,1,1,1,0,0,20260225,20260306
1322_398469,1,1,1,1,1,0,0,20260309,20260612
1323_398470,1,1,1,1,1,0,0,20260615,20261211
132_397145,0,0,0,0,0,1,1,20260225,20260307
1324_398471,1,1,1,1,1,1,1,20260225,20260307
1325_398472,1,1,1,1,1,1,1,20260308,20260613
1326_398473,1,1,1,1,1,1,1,20260614,20261212
1327_398474,1,1,1,1,1,1,1,20260225,20260307
1328_398475,1,1,1,1,1,1,1,20260308,20260613
1329_398476,1,1,1,1,1,1,1,20260614,20261212
1330_398477,1,1,1,1,1,1,1,20260225,20260307
1331_398478,1,1,1,1,1,1,1,20260308,20260613
1332_398479,1,1,1,1,1,1,1,20260614,20261212
1333_398480,1,1,1,1,1,1,1,20260225,20260307
133_397146,1,1,1,1,1,1,1,20260308,20260308
1334_398481,1,1,1,1,1,1,1,20260308,20260613
1335_398482,1,1,1,1,1,1,1,20260614,20261212
1336_398483,1,1,1,1,1,1,1,20260225,20260307
1337_398484,1,1,1,1,1,1,1,20260308,20260314
1338_398485,1,1,1,1,1,1,1,20260315,20260613
1339_398486,1,1,1,1,1,1,1,20260614,20261212
13_397007,1,1,1,1,1,1,1,20260225,20260613
1340_398487,1,1,1,1,1,0,0,20260225,20260306
1341_398488,1,1,1,1,1,1,1,20260309,20260313
1342_398489,1,1,1,1,1,0,0,20260316,20260612
1343_398490,1,1,1,1,1,0,0,20260615,20261211
134_397147,1,1,1,1,1,1,1,20260314,20260315
1344_398491,0,0,0,0,0,1,1,20260225,20260307
1345_398492,1,1,1,1,1,0,0,20260225,20260306
1346_398493,0,0,0,0,0,1,1,20260308,20260314
1347_398494,1,1,1,1,1,0,0,20260309,20260612
1348_398495,0,0,0,0,0,1,1,20260315,20260613
1349_398496,0,0,0,0,0,1,1,20260614,20261212
1350_398497,1,1,1,1,1,0,0,20260615,20261211
1351_398500,1,1,1,1,1,1,1,20260225,20260307
1352_398501,1,1,1,1,1,1,1,20260225,20260613
1353_398502,1,1,1,1,1,1,1,20260614,20261212
135_397148,0,0,0,0,0,1,1,20260321,20260613
1354_398503,1,1,1,1,1,1,1,20260225,20260613
1355_398504,1,1,1,1,1,1,1,20260614,20261212
1356_398505,1,1,1,1,1,1,1,20260225,20260307
1357_398506,1,1,1,1,1,1,1,20260308,20260613
1358_398507,1,1,1,1,1,1,1,20260614,20261212
1359_398508,1,1,1,1,1,1,1,20260225,20260307
1360_398509,1,1,1,1,1,1,1,20260308,20260613
1361_398510,1,1,1,1,1,1,1,20260614,20261212
1362_398511,1,1,1,1,1,1,1,20260225,20260307
1363_398512,1,1,1,1,1,1,1,20260308,20260613
136_397149,0,0,0,0,0,1,1,20260614,20261212
1364_398513,1,1,1,1,1,1,1,20260614,20261212
1365_398514,1,1,1,1,1,1,1,20260225,20260307
1366_398515,1,1,1,1,1,1,1,20260308,20260613
1367_398516,1,1,1,1,1,1,1,20260614,20261212
1368_398517,1,1,1,1,1,1,1,20260225,20260307
1369_398518,1,1,1,1,1,1,1,20260308,20260613
1370_398519,1,1,1,1,1,1,1,20260614,20261212
1371_398520,1,1,1,1,1,1,1,20260225,20260613
1372_398521,1,1,1,1,1,1,1,20260614,20261212
1373_398522,1,1,1,1,1,1,1,20260225,20260613
137_397150,1,1,1,1,1,0,0,20260225,20260306
1374_398523,1,1,1,1,1,1,1,20260614,20261212
1375_398524,1,1,1,1,1,1,1,20260225,20260613
1376_398525,1,1,1,1,1,1,1,20260614,20261212
1377_398526,1,1,1,1,1,1,1,20260225,20260613
1378_398527,1,1,1,1,1,1,1,20260614,20261212
1379_398528,1,1,1,1,1,1,1,20260225,20260613
1380_398529,1,1,1,1,1,1,1,20260614,20261212
1381_398530,1,1,1,1,1,1,1,20260225,20260307
1382_398531,1,1,1,1,1,1,1,20260308,20260613
1383_398532,1,1,1,1,1,1,1,20260614,20261212
138_397152,1,1,1,1,1,0,0,20260309,20260612
1384_398533,1,1,1,1,1,1,1,20260225,20260307
1385_398534,1,1,1,1,1,1,1,20260308,20260613
1386_398535,1,1,1,1,1,1,1,20260614,20261212
1387_398536,1,1,1,1,1,1,1,20260225,20260613
1388_398537,1,1,1,1,1,1,1,20260614,20261212
1389_398538,1,1,1,1,1,1,1,20260225,20260307
1390_398539,1,1,1,1,1,1,1,20260308,20260613
1391_398540,1,1,1,1,1,1,1,20260614,20261212
1392_398541,1,1,1,1,1,1,1,20260225,20260613
1393_398542,1,1,1,1,1,1,1,20260614,20261212
139_397153,1,1,1,1,1,0,0,20260615,20261211
1394_398543,1,1,1,1,1,1,1,20260225,20260307
1395_398544,1,1,1,1,1,1,1,20260308,20260613
1396_398545,1,1,1,1,1,1,1,20260614,20261212
1_396994,1,1,1,1,1,1,1,20260225,20260307
1397_398547,1,1,1,1,1,1,1,20260225,20260307
1398_398548,1,1,1,1,1,1,1,20260308,20260613
1399_398549,1,1,1,1,1,1,1,20260614,20261212
1400_398550,1,1,1,1,1,1,1,20260225,20260307
1401_398551,1,1,1,1,1,1,1,20260308,20260613
1402_398552,1,1,1,1,1,1,1,20260614,20261212
1403_398553,1,1,1,1,1,1,1,20260225,20260307
140_397154,1,1,1,1,1,0,0,20260225,20260306
1404_398554,1,1,1,1,1,1,1,20260308,20260613
1405_398555,1,1,1,1,1,1,1,20260614,20261212
1406_398556,1,1,1,1,1,1,1,20260225,20260613
1407_398557,1,1,1,1,1,1,1,20260614,20261212
1408_398558,1,1,1,1,1,1,1,20260225,20260307
1409_398559,1,1,1,1,1,1,1,20260308,20260613
1410_398560,1,1,1,1,1,1,1,20260614,20261212
1411_398561,1,1,1,1,1,1,1,20260225,20260307
1412_398562,1,1,1,1,1,1,1,20260308,20260613
1413_398563,1,1,1,1,1,1,1,20260614,20261212
141_397155,1,1,1,1,1,0,0,20260309,20260612
1414_398564,1,1,1,1,1,1,1,20260225,20260307
1415_398565,1,1,1,1,1,1,1,20260308,20260613
1416_398566,1,1,1,1,1,1,1,20260614,20261212
1417_398567,1,1,1,1,1,1,1,20260225,20260307
1418_398568,1,1,1,1,1,1,1,20260308,20260613
1419_398569,1,1,1,1,1,1,1,20260614,20261212
1420_398570,1,1,1,1,1,1,1,20260225,20260307
1421_398571,1,1,1,1,1,1,1,20260308,20260613
1422_398572,1,1,1,1,1,1,1,20260614,20261212
1423_398573,1,1,1,1,1,1,1,20260225,20260307
142_397156,1,1,1,1,1,0,0,20260615,20261211
1424_398574,1,1,1,1,1,1,1,20260308,20260613
1425_398575,1,1,1,1,1,1,1,20260614,20261212
1426_398576,0,0,0,0,0,1,1,20260225,20260613
1427_398577,0,0,0,0,0,1,1,20260614,20261212
1428_398578,1,1,1,1,1,0,0,20260225,20260306
1429_398579,1,1,1,1,1,0,0,20260309,20260612
1430_398580,1,1,1,1,1,0,0,20260615,20261211
1431_398581,1,1,1,1,1,1,1,20260225,20260307
1432_398582,1,1,1,1,1,1,1,20260308,20260613
1433_398583,1,1,1,1,1,1,1,20260614,20261212
143_397157,1,1,1,1,1,1,1,20260225,20260307
1434_398584,1,1,1,1,1,0,0,20260225,20260612
1435_398585,1,1,1,1,1,0,0,20260615,20261211
1436_398586,0,0,0,0,0,1,1,20260225,20260307
1437_398587,0,0,0,0,0,1,1,20260308,20260613
1438_398588,0,0,0,0,0,1,1,20260614,20261212
1439_398589,1,1,1,1,1,1,1,20260225,20260307
14_397008,1,1,1,1,1,1,1,20260614,20261212
1440_398590,1,1,1,1,1,1,1,20260308,20260613
1441_398591,1,1,1,1,1,1,1,20260614,20261212
1442_398592,1,1,1,1,1,1,1,20260225,20260307
1443_398593,1,1,1,1,1,1,1,20260308,20260613
144_397160,1,1,1,1,1,1,1,20260308,20260613
1444_398594,1,1,1,1,1,1,1,20260614,20261212
1445_398595,1,1,1,1,1,1,1,20260225,20260613
1446_398596,1,1,1,1,1,1,1,20260614,20261212
